time,open,high,low,close,tick_volume,spread,real_volume,low_time,high_time
2018-05-10 04:00:00,1.35463,1.35769,1.35437,1.35756,7636,1,0,2018-05-10 04:00:00,2018-05-10 07:30:00
2018-05-10 08:00:00,1.35756,1.35779,1.35225,1.35619,25856,1,0,2018-05-10 11:00:00,2018-05-10 09:30:00
2018-05-10 12:00:00,1.35619,1.36175,1.34895,1.35292,60150,1,0,2018-05-10 14:30:00,2018-05-10 13:30:00
2018-05-10 16:00:00,1.35291,1.35512,1.34597,1.34986,50847,1,0,2018-05-10 17:30:00,2018-05-10 16:30:00
2018-05-10 20:00:00,1.34986,1.35263,1.3487,1.3516,12538,1,0,2018-05-10 20:00:00,2018-05-10 20:30:00
2018-05-11 00:00:00,1.35122,1.35329,1.35122,1.35318,4506,1,0,2018-05-11 00:00:00,2018-05-11 03:30:00
2018-05-11 04:00:00,1.35318,1.3534,1.35217,1.35276,5184,1,0,2018-05-11 05:00:00,2018-05-11 04:00:00
2018-05-11 08:00:00,1.35276,1.35415,1.35018,1.35296,22073,1,0,2018-05-11 09:30:00,2018-05-11 11:00:00
2018-05-11 12:00:00,1.35295,1.35955,1.35199,1.35815,21533,1,0,2018-05-11 12:00:00,2018-05-11 15:30:00
2018-05-11 16:00:00,1.35815,1.3586,1.35323,1.35514,27560,1,0,2018-05-11 18:00:00,2018-05-11 16:00:00
2018-05-11 20:00:00,1.35514,1.35532,1.35359,1.35412,9605,1,0,2018-05-11 21:00:00,2018-05-11 20:00:00
2018-05-14 00:00:00,1.35342,1.35666,1.35288,1.35662,4162,1,0,2018-05-14 00:00:00,2018-05-14 03:30:00
2018-05-14 04:00:00,1.35664,1.35748,1.35608,1.35609,4355,1,0,2018-05-14 07:30:00,2018-05-14 06:00:00
2018-05-14 08:00:00,1.35609,1.35971,1.35426,1.35873,17824,1,0,2018-05-14 10:00:00,2018-05-14 11:30:00
2018-05-14 12:00:00,1.35873,1.36028,1.35774,1.35824,15437,1,0,2018-05-14 12:00:00,2018-05-14 14:00:00
2018-05-14 16:00:00,1.35824,1.36082,1.35783,1.35838,17669,1,0,2018-05-14 19:30:00,2018-05-14 16:30:00
2018-05-14 20:00:00,1.35838,1.35861,1.35547,1.35548,7443,1,0,2018-05-14 23:30:00,2018-05-14 20:00:00
2018-05-15 00:00:00,1.3555,1.35684,1.35548,1.35649,5659,1,0,2018-05-15 00:30:00,2018-05-15 03:30:00
2018-05-15 04:00:00,1.35649,1.35719,1.3541,1.35415,4805,1,0,2018-05-15 07:30:00,2018-05-15 04:30:00
2018-05-15 08:00:00,1.35415,1.35615,1.35235,1.35367,16310,1,0,2018-05-15 11:00:00,2018-05-15 10:00:00
2018-05-15 12:00:00,1.35367,1.3559,1.34808,1.34864,22395,1,0,2018-05-15 15:30:00,2018-05-15 12:00:00
2018-05-15 16:00:00,1.34864,1.35265,1.34511,1.35171,30086,1,0,2018-05-15 16:30:00,2018-05-15 19:30:00
2018-05-15 20:00:00,1.35172,1.35198,1.34968,1.35032,16601,1,0,2018-05-15 21:00:00,2018-05-15 20:00:00
2018-05-16 00:00:00,1.35012,1.35109,1.3493,1.35025,11005,1,0,2018-05-16 01:30:00,2018-05-16 00:30:00
2018-05-16 04:00:00,1.35024,1.35077,1.34843,1.3504,7602,1,0,2018-05-16 04:30:00,2018-05-16 07:30:00
2018-05-16 08:00:00,1.35041,1.35208,1.3477,1.34888,23068,1,0,2018-05-16 11:30:00,2018-05-16 09:00:00
2018-05-16 12:00:00,1.34888,1.3493,1.34554,1.34612,26421,1,0,2018-05-16 15:30:00,2018-05-16 12:00:00
2018-05-16 16:00:00,1.34612,1.35122,1.34608,1.3498,30712,1,0,2018-05-16 16:00:00,2018-05-16 17:00:00
2018-05-16 20:00:00,1.3498,1.35051,1.34802,1.34859,9318,1,0,2018-05-16 22:00:00,2018-05-16 21:00:00
2018-05-17 00:00:00,1.34822,1.35517,1.34756,1.35441,8238,1,0,2018-05-17 00:00:00,2018-05-17 02:00:00
2018-05-17 04:00:00,1.35441,1.35691,1.35398,1.3544,10554,1,0,2018-05-17 04:00:00,2018-05-17 05:00:00
2018-05-17 08:00:00,1.3544,1.35666,1.3493,1.353,33634,1,0,2018-05-17 10:00:00,2018-05-17 09:00:00
2018-05-17 12:00:00,1.353,1.35376,1.34741,1.35147,27911,1,0,2018-05-17 13:30:00,2018-05-17 12:30:00
2018-05-17 16:00:00,1.35146,1.35267,1.34808,1.3515,31267,1,0,2018-05-17 16:30:00,2018-05-17 19:30:00
2018-05-17 20:00:00,1.3515,1.35214,1.34954,1.35148,9103,1,0,2018-05-17 21:30:00,2018-05-17 20:00:00
